"cena (zł)","powierzchnia","liczba pokoi","piętro","adres","rynek","rodzaj zabudowy","materiał budynku","okna","ogrzewanie","rok budowy","stan wykończenia (do)","czynsz","forma własności","internet","telewizja kablowa","telefon","rolety antywłamaniowe","drzwi/okna antywłamaniowe","domofon/wideofon","monitoring/ochrona","system alarmowy","teren zamknięty","meble","pralka","zmywarka","lodówka","kuchenka","piekarnik","telewizor","balkon","pom. użytkowe","garaż/miejsce parkingowe","piwnica","ogródek","taras","winda","dwupoziomowe","oddzielna kuchnia","klimatyzacja"
"","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"399 000","55,80","3","5","Morena","wtórny","apartamentowiec","0","0","miejskie","2016","zamieszkania","400","pełna","1","1","0","0","1","1","1","0","1","1","0","0","0","1","1","0","1","1","1","1","0","0","1","0","0","0"
"620 000","120,57","6","1","Gdańsk","pierwotny","dom","silikat","plastikowe","gazowe","2016","wykończenia","0","pełna","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0"
"315 000","61,55","4","p","Chełm","wtórny","kamienica","cegła","plastikowe","miejskie","1941","remontu","490","0","1","1","0","0","1","1","0","1","0","1","1","0","1","1","1","0","0","0","0","1","1","0","0","0","1","0"
"222 306","47,40","2","2","Chełm","pierwotny","blok","silikat","plastikowe","miejskie","2017","0","0","pełna","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0"
"450 000","49","2","1","Oliwa","wtórny","apartamentowiec","cegła","plastikowe","miejskie","2008","zamieszkania","0","pełna","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"399 000","55,80","3","5","Morena","wtórny","apartamentowiec","0","0","miejskie","2016","zamieszkania","400","pełna","1","1","0","0","1","1","1","0","1","1","0","0","0","1","1","0","1","1","1","1","0","0","1","0","0","0"
"385 000","55,30","2","5","Zaspa","wtórny","blok","pustak","plastikowe","miejskie","1993","zamieszkania","350","spółdzielcze","1","1","1","0","0","1","0","0","0","1","1","0","1","1","1","0","1","0","1","1","0","0","1","0","1","0"
"2 800 000","180","2","p","Brzeźno","wtórny","0","0","0","0","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"619 000","121","5","3","Gdańsk","wtórny","blok","cegła","plastikowe","miejskie","2006","zamieszkania","650","pełna","1","1","0","0","0","1","0","1","0","1","0","1","1","1","1","0","1","0","0","1","0","0","0","1","0","0"
"920 000","89","4","4","Śródmieście","wtórny","apartamentowiec","cegła","drewniane","miejskie","2010","zamieszkania","500","pełna","1","1","1","0","0","1","1","0","1","0","1","1","1","1","1","0","1","0","1","1","0","1","1","1","1","0"
"280 000","47","2","1","Kiełpinek","wtórny","blok","0","plastikowe","miejskie","2011","zamieszkania","177","pełna","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0"
"320 000","77","3","2","Nowy Port","wtórny","kamienica","cegła","plastikowe","gazowe","0","zamieszkania","0","pełna","1","1","0","0","1","1","0","0","0","1","1","1","1","1","0","0","1","0","0","1","0","0","0","0","1","0"
"359 000","63,10",""," ","Chełm","wtórny","blok","inne","0","miejskie","1991","0","0","spółdzielcze","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"450 000","93","4","1","Osowa","wtórny","blok","0","0","gazowe","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0"
"350 000","61","3","1","Jasień","wtórny","blok","0","0","miejskie","2014","0","0","pełna","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0"
"187 000","35,08","1","2","Gdańsk","wtórny","blok","0","0","miejskie","0","0","0","pełna","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"395 000","63,80","4","5","Gdańsk","wtórny","blok","0","0","miejskie","1989","0","0","pełna","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0"
"448 000","82","5","3","Gdańsk","wtórny","blok","0","0","miejskie","1995","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0"
"476 901","62,34","3","1","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","0","0","0","pełna","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"469 947","67,03","3","p","Gdańsk","pierwotny","blok","0","0","miejskie","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"517 485","67,11","3","3","Gdańsk","pierwotny","blok","0","0","miejskie","0","0","0","pełna","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"749 711","87,36","4","5","Gdańsk","pierwotny","blok","0","0","miejskie","0","0","0","pełna","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"480 900","68,70","3","p","Gdańsk","pierwotny","blok","0","0","miejskie","0","0","0","pełna","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"567 972","70,12","3","2","Gdańsk","pierwotny","blok","0","0","miejskie","0","0","0","pełna","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"333 529","73,14","3","5","Gdańsk","pierwotny","blok","0","0","miejskie","0","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"272 594","59,99","2","5","Gdańsk","pierwotny","blok","0","0","miejskie","0","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"533 348","58,60","3","1","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2017","0","0","pełna","1","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0"
"696 249","53,50","2","7","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2017","0","0","pełna","1","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"193 000","38,63","2","1","Ujeścisko","pierwotny","blok","silikat","plastikowe","inne","2017","wykończenia","290","pełna","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0"
"280 000","51","2","2","Osowa","wtórny","kamienica","cegła","plastikowe","miejskie","2002","zamieszkania","300","pełna","0","1","0","0","1","1","1","0","0","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","1","0"
"404 425,89","42,10","2","2","Starówka","pierwotny","apartamentowiec","silikat","drewniane","miejskie","2017","wykończenia","0","pełna","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0"
"540 000","68,60","3","4","Śródmieście","pierwotny","apartamentowiec","pustak","plastikowe","miejskie","2017","wykończenia","123","pełna","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0"
"850 000","87","4","3","Przymorze","wtórny","apartamentowiec","0","0","miejskie","2010","0","0","0","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0"
"669 000","93,65","3","p","Wrzeszcz","wtórny","kamienica","cegła","drewniane","gazowe","1908","zamieszkania","600","pełna","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"458 000","45,80",""," ","Zaspa","wtórny","apartamentowiec","0","plastikowe","miejskie","2012","zamieszkania","450","pełna","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0"
"910 000","90,40","3","3","Śródmieście","wtórny","kamienica","0","drewniane","0","1920","0","420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"295 000","52","3","4","Orunia","wtórny","0","0","0","miejskie","1970","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"1 300 000","131,20","4","1","Wrzeszcz","wtórny","apartamentowiec","inne","0","miejskie","2015","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"780 000","121","4","3","Śródmieście","wtórny","kamienica","inne","0","elektryczne","1910","0","0","pełna","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"185 840","38,50","2","p","Jasień","pierwotny","blok","pustak","plastikowe","miejskie","2017","wykończenia","300","pełna","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","1","0","0","0"
"309 000","63,50","3","3","Chełm","wtórny","blok","0","plastikowe","miejskie","0","zamieszkania","0","pełna","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0"
"390 000","68,50","3","2","Osowa","wtórny","blok","0","plastikowe","miejskie","2007","zamieszkania","580","pełna","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0"
"405 000","45,10","2","7","Przymorze","wtórny","apartamentowiec","żelbet","plastikowe","gazowe","2011","zamieszkania","400","pełna","1","1","1","0","0","0","1","0","1","0","1","1","1","1","1","0","1","0","1","1","0","1","1","0","0","1"
"194 240","39,80","2","2","Jasień","pierwotny","blok","pustak","plastikowe","miejskie","2017","wykończenia","320","pełna","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0"
"303 440","64,30","3","1","Jasień","pierwotny","blok","pustak","plastikowe","miejskie","2017","wykończenia","510","pełna","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0"
"1 399 000","100","4",">","Przymorze","wtórny","apartamentowiec","0","plastikowe","miejskie","2006","zamieszkania","0","pełna","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0"
"399 000","33","1","5","Gdańsk","wtórny","blok","0","0","miejskie","2015","0","0","pełna","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"459 000","40","2","1","Stare Miasto","wtórny","kamienica","cegła","0","miejskie","1960","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"249 000","49","2","1","Śródmieście","wtórny","kamienica","0","0","elektryczne","1936","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"510 000","59,16","3",">","Przymorze","wtórny","blok","0","0","0","2015","0","0","pełna","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0"
"570 000","57,50","3","1","Stare Miasto","wtórny","dom","0","0","miejskie","2006","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0"
"2 490 000","137,50","3",">","Przymorze","wtórny","blok","0","0","0","0","0","0","pełna","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0"
"415 000","53","2","2","Morena","wtórny","0","0","0","miejskie","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"489 000","65,50","1","3","Wrzeszcz","wtórny","kamienica","cegła","0","gazowe","1902","0","0","pełna","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"245 000","45,60","2","1","Gdańsk","wtórny","blok","0","plastikowe","miejskie","2011","zamieszkania","400","pełna","1","1","1","0","0","1","0","0","0","1","0","0","1","1","1","0","1","0","1","1","0","0","0","0","0","0"
"313 945","64,30","3","3","Jasień","pierwotny","blok","pustak","plastikowe","miejskie","2017","wykończenia","510","pełna","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"575 000","102,84","4","4","Gdańsk","wtórny","blok","cegła","0","inne","1994","zamieszkania","800","pełna","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"409 000","45,40","2",">","Przymorze","wtórny","apartamentowiec","inne","plastikowe","miejskie","2016","wykończenia","0","pełna","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0"
"232 920","49,80","3","1","Jasień","pierwotny","blok","silikat","plastikowe","miejskie","2017","wykończenia","0","pełna","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0"
"189 741","39,80","2","4","Jasień","pierwotny","blok","silikat","plastikowe","miejskie","2017","wykończenia","0","pełna","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0"
"275 000","47","2","2","Wrzeszcz","wtórny","kamienica","0","0","gazowe","1940","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"419 000","92","4","p","Jasień","wtórny","blok","cegła","0","miejskie","1995","zamieszkania","700","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"480 000","69","3","2","Jasień","wtórny","blok","0","plastikowe","miejskie","2016","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"385 000","51","2","2","Gdańsk","wtórny","blok","0","0","miejskie","1962","0","0","spółdzielcze","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0"
"299 000","61","3","1","Gdańsk","wtórny","blok","0","0","miejskie","2010","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"299 000","50,50","2","p","Wrzeszcz","wtórny","kamienica","cegła","plastikowe","0","1930","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"369 000","64,80","3","4","Gdańsk","wtórny","blok","inne","plastikowe","0","2008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"456 000","48","2","7","Gdańsk","wtórny","0","0","plastikowe","miejskie","2011","zamieszkania","0","pełna","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0"
"439 000","73,80","4","1","Morena","wtórny","blok","0","0","miejskie","1992","0","0","spółdzielcze","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0"
"234 000","58,50","2","2","Gdańsk","wtórny","blok","0","0","gazowe","1898","zamieszkania","500","pełna","1","1","1","0","0","1","0","0","0","1","0","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0"
"265 000","38","2","p","Przymorze","wtórny","blok","wielka","0","miejskie","0","0","0","spółdzielcze","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"115 000","28,20","2","p","Gdańsk","wtórny","kamienica","cegła","0","inne","1950","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
"494 000","44","2","p","Gdańsk","pierwotny","apartamentowiec","0","drewniane","miejskie","2016","wykończenia","0","pełna","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"263 000","41","2","p","Kowale","wtórny","blok","pustak","plastikowe","gazowe","2016","zamieszkania","0","pełna","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"265 000","34","2","4","Jasień","wtórny","blok","0","0","0","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"359 000","52,96","3","1","Przymorze","wtórny","blok","wielka","0","miejskie","0","0","0","pełna","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0"
"320 000","52","2","p","Śródmieście","wtórny","kamienica","cegła","0","elektryczne","1905","0","0","pełna","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"400 000","79","3","4","Śródmieście","wtórny","kamienica","cegła","0","gazowe","1901","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"249 000","44","2","p","Wrzeszcz","wtórny","kamienica","cegła","0","0","1932","0","0","pełna","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"429 000","65,18","3","1","Chełm","wtórny","blok","cegła","0","miejskie","2010","zamieszkania","550","pełna","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0"
"225 000","38","2","3","Przymorze","wtórny","0","0","0","miejskie","1970","0","0","pełna","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0"
"242 000","56,60","3","4","Gdańsk","pierwotny","blok","0","0","0","0","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"296 000","70,50","4","4","Gdańsk","pierwotny","blok","0","0","0","0","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"337 841","56,78","3","1","Gdańsk","pierwotny","blok","0","0","miejskie","2017","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"450 000","49","2","1","Oliwa","wtórny","apartamentowiec","cegła","plastikowe","miejskie","2008","zamieszkania","0","pełna","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"445 000","77,83","3","p","Gdańsk","wtórny","kamienica","cegła","plastikowe","gazowe","1923","zamieszkania","235","pełna","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"190 577","39,80","2","3","Jasień","pierwotny","blok","silikat","plastikowe","miejskie","2017","wykończenia","0","pełna","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0"
"!!Deweloperskie 4 pokoje Gdańsk-Kowale
dzielnicaadres:Gdańsk
k_ad
dzielnicaadres:pomorskie
k_ad
dzielnicaadres:Gdańsk
k_ad
dzielnicaadres:pomorskie
k_ad

cena 315 547","77,53","4","1","Gdańsk","pierwotny","blok","0","plastikowe","miejskie","2017","wykończenia","480","pełna","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0"
"171 598","33,32","2","5","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232 073","47,87","2","1","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173 243","40,01","2","p","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200 689","47,31","2","4","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"509 155","56,80","3","6","Gdańsk","wtórny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317 366","44,70","2","6","Śródmieście","pierwotny","blok","0","0","0","2016","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"450 000","49","2","1","Oliwa","wtórny","apartamentowiec","cegła","plastikowe","miejskie","2008","zamieszkania","0","pełna","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"1 399 000","100","4",">","Przymorze","wtórny","apartamentowiec","0","plastikowe","miejskie","2006","zamieszkania","0","pełna","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0"
"186 090","39,20","2","2","Jasień","pierwotny","blok","silikat","plastikowe","miejskie","2017","wykończenia","0","pełna","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0"
"220 110","50,60","2","3","Łostowice","pierwotny","blok","silikat","plastikowe","miejskie","0","wykończenia","0","pełna","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0"
"171 598","33,32","2","5","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232 073","47,87","2","1","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173 243","40,01","2","p","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200 689","47,31","2","4","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"509 155","56,80","3","6","Gdańsk","wtórny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317 366","44,70","2","6","Śródmieście","pierwotny","blok","0","0","0","2016","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"450 000","49","2","1","Oliwa","wtórny","apartamentowiec","cegła","plastikowe","miejskie","2008","zamieszkania","0","pełna","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"385 000","74","4","4","Morena","wtórny","blok","0","0","miejskie","1992","0","0","spółdzielcze","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0"
"350 000","46","3","9","Gdańsk","wtórny","blok","0","plastikowe","miejskie","1972","zamieszkania","512","pełna","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","1","0"
"398 000","75,10","3","3","Gdańsk","wtórny","blok","pustak","plastikowe","miejskie","2001","zamieszkania","585","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"171 598","33,32","2","5","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232 073","47,87","2","1","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173 243","40,01","2","p","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
